Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
60.64402;Right Hand Presence Physics;(14.70, 0.28, 5.23);(14.27, 359.49, 346.07)
60.64402;Left Hand Presence Physics;(14.69, 0.28, 5.43);(314.02, 166.34, 354.90)
60.64402;Right Controller;(14.74, 0.28, 5.23);(20.20, 284.60, 0.00)
60.64402;Left Controller;(14.71, 0.28, 5.43);(315.40, 129.60, 0.00)
60.64402;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
61.14532;Right Hand Presence Physics;(14.70, 0.28, 5.23);(14.16, 359.57, 345.69)
61.14532;Left Hand Presence Physics;(14.69, 0.28, 5.43);(314.02, 166.34, 354.90)
61.14532;Right Controller;(14.74, 0.28, 5.23);(20.20, 284.60, 0.00)
61.14532;Left Controller;(14.71, 0.28, 5.43);(315.40, 129.60, 0.00)
61.14532;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
61.64532;Right Hand Presence Physics;(14.70, 0.28, 5.23);(14.78, 359.69, 344.77)
61.64532;Left Hand Presence Physics;(14.69, 0.28, 5.43);(314.02, 166.34, 354.90)
61.64532;Right Controller;(14.74, 0.28, 5.23);(20.20, 284.60, 0.00)
61.64532;Left Controller;(14.71, 0.28, 5.43);(315.40, 129.60, 0.00)
61.64532;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
62.14589;Right Hand Presence Physics;(14.52, 0.28, 5.21);(20.20, 284.60, 0.00)
62.14589;Left Hand Presence Physics;(14.49, 0.28, 5.41);(315.40, 130.80, 0.00)
62.14589;Right Controller;(14.52, 0.28, 5.21);(20.20, 284.60, 0.00)
62.14589;Left Controller;(14.49, 0.28, 5.41);(315.40, 130.80, 0.00)
62.14589;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
62.64601;Right Hand Presence Physics;(14.51, 0.28, 5.37);(20.20, 254.61, 0.00)
62.64601;Left Hand Presence Physics;(14.39, 0.28, 5.53);(315.20, 100.80, 0.00)
62.64601;Right Controller;(14.51, 0.28, 5.37);(20.20, 254.60, 0.00)
62.64601;Left Controller;(14.39, 0.28, 5.53);(315.20, 100.80, 0.00)
62.64601;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
63.14607;Right Hand Presence Physics;(14.51, 0.28, 5.37);(20.20, 254.61, 0.00)
63.14607;Left Hand Presence Physics;(14.39, 0.28, 5.53);(315.60, 103.20, 0.00)
63.14607;Right Controller;(14.51, 0.28, 5.37);(20.20, 254.60, 0.00)
63.14607;Left Controller;(14.39, 0.28, 5.53);(315.60, 103.40, 0.00)
63.14607;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
63.64735;Right Hand Presence Physics;(14.27, 0.28, 5.19);(20.20, 254.61, 0.00)
63.64735;Left Hand Presence Physics;(14.15, 0.28, 5.35);(316.00, 104.60, 0.00)
63.64735;Right Controller;(14.27, 0.28, 5.19);(20.20, 254.60, 0.00)
63.64735;Left Controller;(14.15, 0.28, 5.35);(316.00, 104.60, 0.00)
63.64735;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
64.14812;Right Hand Presence Physics;(14.27, 0.28, 5.19);(20.20, 254.61, 0.00)
64.14812;Left Hand Presence Physics;(14.15, 0.28, 5.35);(316.00, 104.60, 0.00)
64.14812;Right Controller;(14.27, 0.28, 5.19);(20.20, 254.60, 0.00)
64.14812;Left Controller;(14.15, 0.28, 5.35);(316.00, 104.60, 0.00)
64.14812;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
64.65569;Right Hand Presence Physics;(14.28, 0.28, 5.11);(20.20, 254.61, 0.00)
64.65569;Left Hand Presence Physics;(14.16, 0.28, 5.27);(316.00, 104.60, 0.00)
64.65569;Right Controller;(14.28, 0.28, 5.11);(20.20, 254.60, 0.00)
64.65569;Left Controller;(14.16, 0.28, 5.27);(316.00, 104.60, 0.00)
64.65569;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
65.15712;Right Hand Presence Physics;(14.56, 0.28, 5.21);(20.20, 254.61, 0.00)
65.15712;Left Hand Presence Physics;(14.44, 0.28, 5.37);(316.00, 104.60, 0.00)
65.15712;Right Controller;(14.56, 0.28, 5.21);(20.20, 254.60, 0.00)
65.15712;Left Controller;(14.44, 0.28, 5.37);(316.00, 104.60, 0.00)
65.15712;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
65.65793;Right Hand Presence Physics;(14.56, 0.28, 5.21);(20.20, 254.61, 0.00)
65.65793;Left Hand Presence Physics;(14.44, 0.28, 5.37);(316.00, 104.60, 0.00)
65.65793;Right Controller;(14.56, 0.28, 5.21);(20.20, 254.60, 0.00)
65.65793;Left Controller;(14.44, 0.28, 5.37);(316.00, 104.60, 0.00)
65.65793;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
66.15832;Right Hand Presence Physics;(14.56, 0.28, 5.21);(20.20, 254.61, 0.00)
66.15832;Left Hand Presence Physics;(14.44, 0.28, 5.37);(316.00, 104.60, 0.00)
66.15832;Right Controller;(14.56, 0.28, 5.21);(20.20, 254.60, 0.00)
66.15832;Left Controller;(14.44, 0.28, 5.37);(316.00, 104.60, 0.00)
66.15832;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
66.65964;Right Hand Presence Physics;(14.56, 0.19, 5.21);(20.20, 255.00, 0.00)
66.65964;Left Hand Presence Physics;(14.44, 0.19, 5.37);(316.00, 105.00, 0.00)
66.65964;Right Controller;(14.56, 0.19, 5.21);(20.20, 255.00, 0.00)
66.65964;Left Controller;(14.44, 0.19, 5.37);(316.00, 105.00, 0.00)
66.65964;Rubber Cube;(14.63, 0.05, 5.31);(359.67, 320.93, 359.71);False;
67.16787;Right Hand Presence Physics;(14.57, 0.14, 5.20);(20.20, 255.00, 0.00)
67.16787;Left Hand Presence Physics;(14.45, 0.14, 5.36);(316.00, 105.00, 0.00)
67.16787;Right Controller;(14.57, 0.14, 5.20);(20.20, 255.00, 0.00)
67.16787;Left Controller;(14.45, 0.14, 5.36);(316.00, 105.00, 0.00)
67.16787;Rubber Cube;(14.68, 0.05, 5.32);(359.33, 320.47, 359.40);False;
67.67169;Right Hand Presence Physics;(14.72, 0.14, 5.22);(25.84, 220.43, 6.97)
67.67169;Left Hand Presence Physics;(14.63, 0.14, 5.38);(316.00, 105.00, 0.00)
67.67169;Right Controller;(14.74, 0.14, 5.22);(20.20, 255.00, 0.00)
67.67169;Left Controller;(14.63, 0.14, 5.38);(316.00, 105.00, 0.00)
67.67169;Rubber Cube;(14.56, -3.05, 5.93);(357.71, 242.78, 161.89);False;
68.17834;Right Hand Presence Physics;(14.72, 0.14, 5.22);(25.84, 220.43, 6.97)
68.17834;Left Hand Presence Physics;(14.63, 0.14, 5.38);(316.00, 105.00, 0.00)
68.17834;Right Controller;(14.74, 0.14, 5.22);(20.20, 255.00, 0.00)
68.17834;Left Controller;(14.63, 0.14, 5.38);(316.00, 105.00, 0.00)
68.17834;Rubber Cube;(14.38, -9.92, 6.88);(333.29, 282.69, 55.86);False;
68.68524;Right Hand Presence Physics;(14.74, 0.06, 5.19);(41.03, 333.52, 137.13)
68.68524;Left Hand Presence Physics;(14.69, 0.22, 5.28);(325.03, 205.63, 30.84)
68.68524;Right Controller;(15.00, 0.14, 5.24);(20.20, 197.60, 0.00)
68.68524;Left Controller;(14.80, 0.14, 5.23);(316.00, 47.60, 0.00)
68.68524;Rubber Cube;(14.21, -18.91, 7.78);(22.96, 251.93, 213.41);False;
69.20087;Right Hand Presence Physics;(14.75, 0.06, 5.19);(45.15, 331.69, 135.17)
69.20087;Left Hand Presence Physics;(14.69, 0.22, 5.27);(330.67, 194.66, 36.26)
69.20087;Right Controller;(15.00, 0.14, 5.24);(20.20, 196.60, 0.00)
69.20087;Left Controller;(14.80, 0.14, 5.23);(316.00, 48.00, 0.00)
69.20087;Rubber Cube;(14.04, -30.12, 8.66);(20.26, 294.83, 309.65);False;
69.71245;Right Hand Presence Physics;(14.75, 0.32, 5.32);(23.74, 200.25, 346.57)
69.71245;Left Hand Presence Physics;(14.68, 0.19, 5.27);(334.90, 324.54, 219.82)
69.71245;Right Controller;(16.15, 0.28, 5.32);(20.20, 196.60, 0.00)
69.71245;Left Controller;(15.95, 0.28, 5.30);(317.20, 59.80, 0.00)
69.71245;Rubber Cube;(13.88, -43.19, 9.48);(23.01, 292.17, 302.13);False;
70.22739;Right Hand Presence Physics;(14.75, 0.12, 5.33);(37.76, 203.11, 352.56)
70.22739;Left Hand Presence Physics;(14.70, 0.17, 5.26);(36.94, 184.94, 26.68)
70.22739;Right Controller;(15.83, 0.15, 5.29);(20.20, 196.60, 0.00)
70.22739;Left Controller;(15.63, 0.15, 5.28);(316.60, 58.40, 0.00)
70.22739;Rubber Cube;(13.73, -58.21, 10.27);(22.84, 251.80, 213.05);False;
70.74189;Right Hand Presence Physics;(14.75, 0.12, 5.22);(37.30, 203.01, 352.46)
70.74189;Left Hand Presence Physics;(14.70, 0.17, 5.15);(37.57, 184.99, 26.43)
70.74189;Right Controller;(15.52, 0.15, 5.19);(20.20, 196.60, 0.00)
70.74189;Left Controller;(15.32, 0.15, 5.17);(316.00, 57.20, 0.00)
70.74189;Rubber Cube;(13.59, -75.00, 11.02);(332.71, 280.91, 59.65);False;
71.2572;Right Hand Presence Physics;(14.75, 0.12, 5.14);(38.11, 203.21, 352.77)
71.2572;Left Hand Presence Physics;(14.70, 0.17, 5.07);(37.65, 184.98, 26.72)
71.2572;Right Controller;(15.52, 0.15, 5.12);(20.20, 196.60, 0.00)
71.2572;Left Controller;(15.32, 0.15, 5.10);(311.20, 48.40, 0.00)
71.2572;Rubber Cube;(13.46, -93.51, 11.73);(15.46, 246.10, 194.92);False;
71.77159;Right Hand Presence Physics;(14.75, 0.13, 5.15);(41.67, 204.54, 354.91)
71.77159;Left Hand Presence Physics;(14.70, 0.17, 5.07);(43.15, 185.39, 27.41)
71.77159;Right Controller;(15.52, 0.15, 5.12);(20.20, 196.60, 0.00)
71.77159;Left Controller;(15.32, 0.15, 5.10);(276.60, 175.80, 180.00)
71.77159;Rubber Cube;(13.33, -113.59, 12.40);(29.60, 279.22, 272.47);False;
