Timestamp;Name;Position;Rotation;Grabbed;Hand
0;Right Hand Presence Physics;(0.00, 0.17, 0.00);(0.00, 0.00, 0.00)
60.2005;Left Hand Presence Physics;(5.18, 0.74, 12.87);(334.20, 114.19, 0.00)
60.2005;Right Controller;(5.29, 0.74, 12.70);(351.60, 78.20, 0.00)
60.2005;Left Controller;(5.18, 0.74, 12.87);(334.20, 114.20, 0.00)
60.2005;Rubber Cube;(5.25, 0.72, 12.83);(351.30, 62.94, 21.84);False;
60.70179;Right Hand Presence Physics;(10.98, 0.74, 13.79);(351.60, 100.59, 0.00)
60.70179;Left Hand Presence Physics;(10.94, 0.74, 13.98);(334.20, 136.59, 0.00)
60.70179;Right Controller;(10.98, 0.74, 13.79);(351.60, 100.60, 0.00)
60.70179;Left Controller;(10.94, 0.74, 13.98);(334.20, 136.60, 0.00)
60.70179;Rubber Cube;(11.00, 0.72, 13.92);(351.30, 85.34, 21.84);False;
61.203;Right Hand Presence Physics;(10.98, 0.74, 13.79);(351.40, 100.60, 0.00)
61.203;Left Hand Presence Physics;(10.94, 0.74, 13.98);(334.20, 136.59, 0.00)
61.203;Right Controller;(10.98, 0.74, 13.79);(351.40, 100.60, 0.00)
61.203;Left Controller;(10.94, 0.74, 13.98);(334.20, 136.60, 0.00)
61.203;Rubber Cube;(11.00, 0.72, 13.92);(351.30, 85.34, 21.84);False;
61.70325;Right Hand Presence Physics;(10.78, 0.74, 13.80);(359.61, 80.60, 0.36)
61.70325;Left Hand Presence Physics;(10.39, 0.74, 13.66);(334.20, 316.60, 0.00)
61.70325;Right Controller;(10.35, 0.74, 13.86);(0.40, 250.80, 0.00)
61.70325;Left Controller;(10.39, 0.74, 13.66);(334.20, 316.60, 0.00)
61.70325;Rubber Cube;(10.79, 0.71, 13.86);(350.63, 95.19, 21.57);False;
62.21531;Right Hand Presence Physics;(10.67, 0.75, 13.79);(357.10, 87.77, 1.27)
62.21531;Left Hand Presence Physics;(10.39, 0.74, 13.66);(334.20, 316.60, 0.00)
62.21531;Right Controller;(10.35, 0.74, 13.86);(0.20, 250.80, 0.00)
62.21531;Left Controller;(10.39, 0.74, 13.66);(334.20, 316.60, 0.00)
62.21531;Rubber Cube;(10.69, 0.71, 13.85);(348.64, 102.85, 20.60);False;
62.71645;Right Hand Presence Physics;(10.60, 0.75, 13.79);(354.67, 92.94, 1.91)
62.71645;Left Hand Presence Physics;(10.39, 0.74, 13.66);(334.20, 316.60, 0.00)
62.71645;Right Controller;(10.35, 0.74, 13.86);(0.20, 250.80, 0.00)
62.71645;Left Controller;(10.39, 0.74, 13.66);(334.20, 316.60, 0.00)
62.71645;Rubber Cube;(10.63, 0.71, 13.84);(346.83, 108.50, 19.52);False;
63.21707;Right Hand Presence Physics;(10.55, 0.76, 13.81);(351.39, 100.72, 2.45)
63.21707;Left Hand Presence Physics;(10.35, 0.74, 13.82);(334.20, 346.60, 0.00)
63.21707;Right Controller;(10.41, 0.74, 14.01);(359.40, 280.40, 0.00)
63.21707;Left Controller;(10.35, 0.74, 13.82);(334.20, 346.60, 0.00)
63.21707;Rubber Cube;(10.56, 0.70, 13.86);(347.94, 103.86, 20.20);False;
63.72457;Right Hand Presence Physics;(9.69, 0.77, 14.02);(347.34, 109.56, 2.71)
63.72457;Left Hand Presence Physics;(6.27, 0.74, 14.67);(334.20, 338.80, 0.00)
63.72457;Right Controller;(6.30, 0.74, 14.87);(359.40, 272.60, 0.00)
63.72457;Left Controller;(6.27, 0.74, 14.67);(334.20, 338.80, 0.00)
63.72457;Rubber Cube;(9.69, 0.69, 14.06);(350.65, 94.21, 21.55);False;
64.23052;Right Hand Presence Physics;(9.06, 0.77, 14.16);(344.99, 114.66, 2.88)
64.23052;Left Hand Presence Physics;(6.27, 0.74, 14.67);(334.20, 338.80, 0.00)
64.23052;Right Controller;(6.30, 0.74, 14.87);(356.40, 347.80, 0.00)
64.23052;Left Controller;(6.27, 0.74, 14.67);(334.20, 338.80, 0.00)
64.23052;Rubber Cube;(9.06, 0.69, 14.20);(352.20, 88.72, 22.14);False;
64.7328;Right Hand Presence Physics;(8.40, 0.77, 14.30);(341.48, 121.41, 3.04)
64.7328;Left Hand Presence Physics;(6.27, 0.74, 14.67);(334.20, 338.80, 0.00)
64.7328;Right Controller;(6.30, 0.74, 14.87);(354.80, 336.60, 0.00)
64.7328;Left Controller;(6.27, 0.74, 14.67);(334.20, 338.80, 0.00)
64.7328;Rubber Cube;(8.38, 0.69, 14.35);(354.64, 81.16, 22.80);False;
65.19444;Rubber Cube;(8.02, 0.69, 14.43);(356.00, 76.09, 23.01);False;
65.24535;Right Hand Presence Physics;(6.27, 0.73, 14.87);(346.72, 243.78, 351.07)
65.24535;Left Hand Presence Physics;(6.27, 0.74, 14.67);(334.20, 338.80, 0.00)
65.24535;Right Controller;(6.30, 0.74, 14.87);(354.60, 336.60, 0.00)
65.24535;Left Controller;(6.27, 0.74, 14.67);(334.20, 338.80, 0.00)
65.24535;Rubber Cube;(8.05, 0.19, 15.68);(356.00, 76.09, 23.01);False;
65.75549;Right Hand Presence Physics;(6.73, 0.74, 14.79);(354.60, 336.60, 0.00)
65.75549;Left Hand Presence Physics;(6.69, 0.74, 14.59);(335.00, 356.40, 0.00)
65.75549;Right Controller;(6.77, 0.74, 14.78);(354.60, 336.60, 0.00)
65.75549;Left Controller;(6.73, 0.74, 14.59);(335.00, 356.40, 0.00)
65.75549;Rubber Cube;(8.52, -8.18, 33.21);(356.00, 76.09, 23.01);False;
66.25764;Right Hand Presence Physics;(7.88, 0.74, 14.43);(354.60, 336.60, 0.00)
66.25764;Left Hand Presence Physics;(7.84, 0.74, 14.24);(352.20, 62.20, 0.00)
66.25764;Right Controller;(7.90, 0.74, 14.40);(354.60, 336.60, 0.00)
66.25764;Left Controller;(7.87, 0.74, 14.20);(352.20, 62.20, 0.00)
66.25764;Rubber Cube;(8.97, -18.44, 49.61);(356.00, 76.09, 23.01);False;
66.77319;Right Hand Presence Physics;(9.21, 0.74, 14.08);(18.92, 111.89, 13.03)
66.77319;Left Hand Presence Physics;(9.05, 0.73, 13.90);(353.63, 67.52, 357.43)
66.77319;Right Controller;(9.45, 0.74, 13.77);(354.60, 156.60, 0.00)
66.77319;Left Controller;(9.49, 0.74, 13.96);(349.60, 221.20, 0.00)
66.77319;Rubber Cube;(9.40, -30.96, 65.61);(356.00, 76.09, 23.01);False;
67.28076;Right Hand Presence Physics;(8.56, 0.74, 13.86);(354.59, 156.60, 0.01)
67.28076;Left Hand Presence Physics;(8.59, 0.74, 14.06);(349.59, 221.19, 0.00)
67.28076;Right Controller;(8.52, 0.74, 13.87);(354.60, 156.60, 0.00)
67.28076;Left Controller;(8.56, 0.74, 14.07);(349.60, 221.20, 0.00)
67.28076;Rubber Cube;(9.81, -45.15, 80.58);(356.00, 76.09, 23.01);False;
67.78962;Right Hand Presence Physics;(7.31, 0.74, 14.09);(354.59, 156.60, 0.01)
67.78962;Left Hand Presence Physics;(7.34, 0.74, 14.29);(349.59, 221.19, 0.00)
67.78962;Right Controller;(7.27, 0.74, 14.10);(354.60, 156.60, 0.00)
67.78962;Left Controller;(7.30, 0.74, 14.30);(349.60, 221.20, 0.00)
67.78962;Rubber Cube;(10.19, -61.14, 94.84);(356.00, 76.09, 23.01);False;
68.30296;Right Hand Presence Physics;(6.58, 0.74, 14.23);(354.59, 156.60, 0.01)
68.30296;Left Hand Presence Physics;(6.62, 0.74, 14.42);(349.59, 221.19, 0.00)
68.30296;Right Controller;(6.58, 0.74, 14.23);(354.60, 156.60, 0.00)
68.30296;Left Controller;(6.62, 0.74, 14.42);(349.60, 221.20, 0.00)
68.30296;Rubber Cube;(10.56, -78.98, 108.51);(356.00, 76.09, 23.01);False;
68.81047;Right Hand Presence Physics;(6.58, 0.74, 14.23);(354.59, 156.60, 0.01)
68.81047;Left Hand Presence Physics;(6.62, 0.74, 14.42);(349.40, 221.20, 0.00)
68.81047;Right Controller;(6.58, 0.74, 14.23);(354.60, 156.60, 0.00)
68.81047;Left Controller;(6.62, 0.74, 14.42);(349.40, 221.20, 0.00)
68.81047;Rubber Cube;(10.91, -98.21, 121.35);(356.00, 76.09, 23.01);False;
69.32475;Right Hand Presence Physics;(6.42, 0.74, 13.36);(354.59, 156.60, 0.01)
69.32475;Left Hand Presence Physics;(6.46, 0.74, 13.56);(348.60, 216.20, 0.00)
69.32475;Right Controller;(6.42, 0.74, 13.32);(354.60, 156.60, 0.00)
69.32475;Left Controller;(6.45, 0.74, 13.52);(348.60, 216.20, 0.00)
69.32475;Rubber Cube;(11.24, -119.24, 133.72);(356.00, 76.09, 23.01);False;
69.83423;Right Hand Presence Physics;(6.61, 0.74, 12.64);(354.59, 156.60, 0.01)
69.83423;Left Hand Presence Physics;(6.64, 0.74, 12.84);(343.60, 102.80, 0.00)
69.83423;Right Controller;(6.61, 0.74, 12.64);(354.60, 156.60, 0.00)
69.83423;Left Controller;(6.64, 0.74, 12.84);(343.60, 102.80, 0.00)
69.83423;Rubber Cube;(11.56, -141.53, 145.36);(356.00, 76.09, 23.01);False;
70.34592;Right Hand Presence Physics;(6.61, 0.74, 12.64);(354.59, 156.60, 0.01)
70.34592;Left Hand Presence Physics;(6.64, 0.74, 12.84);(343.60, 102.80, 0.00)
70.34592;Right Controller;(6.61, 0.74, 12.64);(354.60, 156.60, 0.00)
70.34592;Left Controller;(6.64, 0.74, 12.84);(343.60, 102.80, 0.00)
70.34592;Rubber Cube;(11.86, -165.30, 156.46);(356.00, 76.09, 23.01);False;
70.85147;Right Hand Presence Physics;(6.61, 0.74, 12.64);(354.59, 156.60, 0.01)
70.85147;Left Hand Presence Physics;(6.64, 0.74, 12.84);(343.60, 102.80, 0.00)
70.85147;Right Controller;(6.61, 0.74, 12.64);(354.60, 156.60, 0.00)
70.85147;Left Controller;(6.64, 0.74, 12.84);(343.60, 102.80, 0.00)
70.85147;Rubber Cube;(12.14, -190.07, 166.89);(356.00, 76.09, 23.01);False;
71.35628;Right Hand Presence Physics;(6.62, 0.74, 12.92);(354.60, 44.80, 0.00)
71.35628;Left Hand Presence Physics;(6.44, 0.74, 12.90);(342.96, 331.28, 5.51)
71.35628;Right Controller;(6.62, 0.74, 12.92);(354.60, 44.80, 0.00)
71.35628;Left Controller;(6.42, 0.74, 12.88);(343.60, 351.00, 0.00)
71.35628;Rubber Cube;(12.41, -216.03, 176.79);(356.00, 76.09, 23.01);False;
71.8652;Right Hand Presence Physics;(6.76, 0.74, 13.24);(354.60, 31.00, 0.00)
71.8652;Left Hand Presence Physics;(6.58, 0.74, 13.15);(343.60, 337.20, 0.00)
71.8652;Right Controller;(6.76, 0.74, 13.24);(354.60, 31.00, 0.00)
71.8652;Left Controller;(6.58, 0.74, 13.15);(343.60, 337.20, 0.00)
71.8652;Rubber Cube;(12.67, -243.37, 186.28);(356.00, 76.09, 23.01);False;
72.37547;Right Hand Presence Physics;(7.08, 0.74, 13.21);(354.60, 106.00, 0.00)
72.37547;Left Hand Presence Physics;(6.96, 0.74, 13.36);(343.60, 52.20, 0.00)
72.37547;Right Controller;(7.08, 0.74, 13.21);(354.60, 106.00, 0.00)
72.37547;Left Controller;(6.96, 0.74, 13.36);(343.60, 52.20, 0.00)
72.37547;Rubber Cube;(12.91, -271.90, 195.32);(356.00, 76.09, 23.01);False;
72.8887;Right Hand Presence Physics;(7.21, 0.74, 13.78);(354.60, 62.80, 0.00)
72.8887;Left Hand Presence Physics;(7.01, 0.74, 13.80);(343.60, 9.00, 0.00)
72.8887;Right Controller;(7.21, 0.74, 13.78);(354.60, 62.80, 0.00)
72.8887;Left Controller;(7.01, 0.74, 13.80);(343.60, 9.00, 0.00)
72.8887;Rubber Cube;(13.15, -301.68, 203.96);(356.00, 76.09, 23.01);False;
73.39574;Right Hand Presence Physics;(6.51, 0.74, 14.02);(354.60, 345.00, 0.00)
73.39574;Left Hand Presence Physics;(6.45, 0.74, 13.83);(343.60, 291.20, 0.00)
73.39574;Right Controller;(6.51, 0.74, 14.02);(354.60, 345.00, 0.00)
73.39574;Left Controller;(6.45, 0.74, 13.83);(343.60, 291.20, 0.00)
73.39574;Rubber Cube;(13.37, -332.11, 212.07);(356.00, 76.09, 23.01);False;
73.90656;Right Hand Presence Physics;(6.06, 0.74, 13.45);(354.60, 284.20, 0.00)
73.90656;Left Hand Presence Physics;(6.19, 0.74, 13.30);(343.60, 230.40, 0.00)
73.90656;Right Controller;(6.06, 0.74, 13.45);(354.60, 284.20, 0.00)
73.90656;Left Controller;(6.19, 0.74, 13.30);(343.60, 230.40, 0.00)
73.90656;Rubber Cube;(13.58, -363.73, 219.83);(356.00, 76.09, 23.01);False;
74.4184;Right Hand Presence Physics;(5.78, 0.74, 13.15);(354.60, 328.20, 0.00)
74.4184;Left Hand Presence Physics;(5.78, 0.74, 12.95);(343.60, 274.40, 0.00)
74.4184;Right Controller;(5.78, 0.74, 13.15);(354.60, 328.20, 0.00)
74.4184;Left Controller;(5.78, 0.74, 12.95);(343.60, 274.40, 0.00)
74.4184;Rubber Cube;(13.78, -396.34, 227.22);(356.00, 76.09, 23.01);False;
74.92543;Right Hand Presence Physics;(5.53, 0.74, 13.28);(354.60, 339.40, 0.00)
74.92543;Left Hand Presence Physics;(5.49, 0.74, 13.08);(343.60, 285.60, 0.00)
74.92543;Right Controller;(5.53, 0.74, 13.28);(354.60, 339.40, 0.00)
74.92543;Left Controller;(5.49, 0.74, 13.08);(343.60, 285.60, 0.00)
74.92543;Rubber Cube;(13.96, -429.50, 234.18);(356.00, 76.09, 23.01);False;
75.43996;Right Hand Presence Physics;(5.06, 0.74, 13.43);(354.60, 347.00, 0.00)
75.43996;Left Hand Presence Physics;(4.99, 0.74, 13.25);(343.60, 293.20, 0.00)
75.43996;Right Controller;(5.06, 0.74, 13.43);(354.60, 347.00, 0.00)
75.43996;Left Controller;(4.99, 0.74, 13.25);(343.60, 293.20, 0.00)
75.43996;Rubber Cube;(14.15, -463.99, 240.89);(356.00, 76.09, 23.01);False;
75.94905;Right Hand Presence Physics;(5.60, 0.74, 13.97);(354.60, 68.40, 0.00)
75.94905;Left Hand Presence Physics;(5.41, 0.74, 14.01);(343.60, 14.60, 0.00)
75.94905;Right Controller;(5.60, 0.74, 13.97);(354.60, 68.40, 0.00)
75.94905;Left Controller;(5.40, 0.74, 14.01);(343.60, 14.60, 0.00)
75.94905;Rubber Cube;(14.32, -498.90, 247.20);(356.00, 76.09, 23.01);False;
76.46325;Right Hand Presence Physics;(6.25, 0.74, 14.02);(354.60, 113.00, 0.00)
76.46325;Left Hand Presence Physics;(6.14, 0.74, 14.19);(343.60, 59.20, 0.00)
76.46325;Right Controller;(6.25, 0.74, 14.02);(354.60, 113.00, 0.00)
76.46325;Left Controller;(6.14, 0.74, 14.19);(343.60, 59.20, 0.00)
76.46325;Rubber Cube;(14.48, -534.91, 253.25);(356.00, 76.09, 23.01);False;
76.96378;Right Hand Presence Physics;(6.63, 0.74, 13.62);(354.60, 177.80, 0.00)
76.96378;Left Hand Presence Physics;(6.74, 0.74, 13.79);(343.60, 124.00, 0.00)
76.96378;Right Controller;(6.63, 0.74, 13.62);(354.60, 177.80, 0.00)
76.96378;Left Controller;(6.74, 0.74, 13.79);(343.60, 124.00, 0.00)
76.96378;Rubber Cube;(14.63, -570.66, 258.85);(356.00, 76.09, 23.01);False;
77.46732;Right Hand Presence Physics;(6.81, 0.74, 13.37);(354.60, 260.80, 0.00)
77.46732;Left Hand Presence Physics;(6.99, 0.74, 13.28);(343.60, 207.00, 0.00)
77.46732;Right Controller;(6.81, 0.74, 13.36);(354.60, 260.80, 0.00)
77.46732;Left Controller;(6.99, 0.74, 13.28);(343.60, 207.00, 0.00)
77.46732;Rubber Cube;(14.78, -607.28, 264.21);(356.00, 76.09, 23.01);False;
77.97606;Right Hand Presence Physics;(7.29, 0.74, 12.62);(354.60, 215.40, 0.00)
77.97606;Left Hand Presence Physics;(7.48, 0.74, 12.69);(343.60, 161.60, 0.00)
77.97606;Right Controller;(7.29, 0.74, 12.62);(354.60, 215.40, 0.00)
77.97606;Left Controller;(7.48, 0.74, 12.69);(343.60, 161.60, 0.00)
77.97606;Rubber Cube;(14.92, -644.92, 269.36);(356.00, 76.09, 23.01);False;
78.47968;Right Hand Presence Physics;(7.81, 0.74, 12.31);(354.60, 187.20, 0.00)
78.47968;Left Hand Presence Physics;(7.94, 0.74, 12.46);(343.60, 133.40, 0.00)
78.47968;Right Controller;(7.81, 0.74, 12.31);(354.60, 187.20, 0.00)
78.47968;Left Controller;(7.94, 0.74, 12.46);(343.60, 133.40, 0.00)
78.47968;Rubber Cube;(15.05, -682.77, 274.20);(356.00, 76.09, 23.01);False;
78.98448;Right Hand Presence Physics;(8.21, 0.74, 12.68);(354.60, 75.00, 0.00)
78.98448;Left Hand Presence Physics;(8.02, 0.74, 12.75);(343.60, 21.20, 0.00)
78.98448;Right Controller;(8.21, 0.74, 12.68);(354.60, 75.00, 0.00)
78.98448;Left Controller;(8.02, 0.74, 12.75);(343.60, 21.20, 0.00)
78.98448;Rubber Cube;(15.17, -721.28, 278.81);(356.00, 76.09, 23.01);False;
79.49189;Right Hand Presence Physics;(8.75, 0.74, 12.76);(354.60, 118.20, 0.00)
79.49189;Left Hand Presence Physics;(8.65, 0.74, 12.94);(343.60, 64.40, 0.00)
79.49189;Right Controller;(8.75, 0.74, 12.76);(354.60, 118.20, 0.00)
79.49189;Left Controller;(8.65, 0.74, 12.94);(343.60, 64.40, 0.00)
79.49189;Rubber Cube;(15.29, -760.53, 283.22);(356.00, 76.09, 23.01);False;
79.99456;Right Hand Presence Physics;(9.07, 0.74, 13.15);(354.60, 79.40, 0.00)
79.99456;Left Hand Presence Physics;(8.88, 0.74, 13.23);(343.60, 25.60, 0.00)
79.99456;Right Controller;(9.07, 0.74, 13.15);(354.60, 79.40, 0.00)
79.99456;Left Controller;(8.88, 0.74, 13.23);(343.60, 25.60, 0.00)
79.99456;Rubber Cube;(15.40, -799.93, 287.38);(356.00, 76.09, 23.01);False;
80.5013;Right Hand Presence Physics;(8.74, 0.74, 13.65);(354.60, 5.00, 0.00)
80.5013;Left Hand Presence Physics;(8.62, 0.74, 13.49);(343.60, 311.20, 0.00)
80.5013;Right Controller;(8.74, 0.74, 13.65);(354.60, 5.00, 0.00)
80.5013;Left Controller;(8.62, 0.74, 13.49);(343.60, 311.20, 0.00)
80.5013;Rubber Cube;(15.51, -840.14, 291.36);(356.00, 76.09, 23.01);False;
81.0049;Right Hand Presence Physics;(8.22, 0.74, 13.81);(354.60, 333.00, 0.00)
81.0049;Left Hand Presence Physics;(8.20, 0.74, 13.61);(343.60, 279.20, 0.00)
81.0049;Right Controller;(8.22, 0.74, 13.81);(354.60, 333.00, 0.00)
81.0049;Left Controller;(8.20, 0.74, 13.61);(343.60, 279.20, 0.00)
81.0049;Rubber Cube;(15.61, -880.56, 295.12);(356.00, 76.09, 23.01);False;
81.51227;Right Hand Presence Physics;(7.70, 0.74, 13.78);(354.60, 326.00, 0.00)
81.51227;Left Hand Presence Physics;(7.70, 0.74, 13.58);(343.60, 272.20, 0.00)
81.51227;Right Controller;(7.70, 0.74, 13.78);(354.60, 326.00, 0.00)
81.51227;Left Controller;(7.70, 0.74, 13.58);(343.60, 272.20, 0.00)
81.51227;Rubber Cube;(15.71, -921.72, 298.72);(356.00, 76.09, 23.01);False;
82.01612;Right Hand Presence Physics;(7.58, 0.74, 13.78);(354.60, 327.00, 0.00)
82.01612;Left Hand Presence Physics;(7.58, 0.74, 13.58);(343.60, 273.20, 0.00)
82.01612;Right Controller;(7.58, 0.74, 13.78);(354.60, 327.00, 0.00)
82.01612;Left Controller;(7.58, 0.74, 13.58);(343.60, 273.20, 0.00)
82.01612;Rubber Cube;(15.80, -963.02, 302.12);(356.00, 76.09, 23.01);False;
82.53149;Right Hand Presence Physics;(7.58, 0.74, 13.78);(354.60, 327.00, 0.00)
82.53149;Left Hand Presence Physics;(7.58, 0.74, 13.58);(343.60, 273.20, 0.00)
82.53149;Right Controller;(7.58, 0.74, 13.78);(354.60, 327.00, 0.00)
82.53149;Left Controller;(7.58, 0.74, 13.58);(343.60, 273.20, 0.00)
82.53149;Rubber Cube;(15.89, -1005.68, 305.43);(356.00, 76.09, 23.01);False;
83.04516;Right Hand Presence Physics;(7.58, 0.74, 13.78);(354.60, 327.00, 0.00)
83.04516;Left Hand Presence Physics;(7.58, 0.74, 13.58);(343.60, 273.20, 0.00)
83.04516;Right Controller;(7.58, 0.74, 13.78);(354.60, 327.00, 0.00)
83.04516;Left Controller;(7.58, 0.74, 13.58);(343.60, 273.20, 0.00)
83.04516;Rubber Cube;(15.98, -1048.58, 308.56);(356.00, 76.09, 23.01);False;
